itemId,sourceMcId,sourceMcTitle,description,targetDetectedMcIds,targetSplitMcIds,shouldSplit,caseType,split
2521,108,Штукатурные работы,"штукатурка газобетона в кухня. Делаю подготовка стен под покраску, по договоренности. опыт 5 лет. цена обсуждается. отвечу на вопросы.",[108],[],False,single_direct,train
2522,110,Гипсокартон,"Ниши из гипсокартона в санузел. Делаю монтаж гипсокартона, чисто и в срок. частный мастер с опытом 7 лет. без скрытых доплат. отвечу на вопросы.",[110],[],False,single_direct,train
2523,101,Ремонт квартир и домов под ключ,Ремонт офиса под ключ в доме. Берем отдельно потолок в комнате также отдельно снятие линолеума можем отдельно финишная штукатурка выполняем отдельно плитка в туалете. опыт более 10 лет. без скрытых доплат. оперативный выезд.,"[101, 104, 109, 108, 105]","[104, 109, 108, 105]",True,turnkey_split,train
2524,101,Ремонт квартир и домов под ключ,Ремонт без посредников под ключ в квартире. Отдельно демонтаж в санузле делаем отдельно финишная штукатурка. опыт 5 лет. цена обсуждается. пишите в чат.,"[101, 111, 108]","[111, 108]",True,turnkey_split,train
2525,108,Штукатурные работы,"Обрызг грунт накрывка в студия. Делаю обрызг грунт накрывка, смета после осмотра. с опытом 8 лет. выезд и расчет бесплатно. можно сегодня.",[108],[],False,single_direct,val
2526,101,Ремонт квартир и домов под ключ,"Комплексный ремонт в новостройке. Вывод под кондиционер, вывод под кондиционер и другие этапы выполняем все работы одной бригадой. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. бригада с опытом 12 лет. смета после осмотра.","[101, 103, 107, 110]",[],False,turnkey_no_split,train
2527,111,Демонтажные работы,"Демонтаж сантехники. При необходимости отдельно берем объект целиком, делаем отдельно подготовка стен под покраску. по договоренности. пишите в чат.","[101, 108, 111]","[101, 108]",True,multi_service_split,train
2528,104,Натяжные потолки,"Замена полотна потолка в новостройка. Делаю монтаж потолка за 1 день, аккуратно. опыт более 10 лет. без скрытых доплат. можно сегодня.",[104],[],False,single_direct,test
2529,101,Ремонт квартир и домов под ключ,Комплексный ремонт в офисе. Отдельно ремонт сантехники при необходимости отдельно работы с гипсокартоном также отдельно натяжные потолки также отдельно установка люков под плитку. опыт 5 лет. стоимость после осмотра. звоните.,"[101, 102, 110, 104, 105]","[102, 110, 104, 105]",True,turnkey_split,train
2530,101,Ремонт квартир и домов под ключ,"Полный ремонт квартиры для дома. Частичный демонтаж, частичный демонтаж и другие этапы выполняем в составе ремонта. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. работаем с 2016 года. работаем по договору.","[101, 111, 107]",[],False,turnkey_no_split,test
2531,101,Ремонт квартир и домов под ключ,Ремонт под ключ в квартире. Также отдельно подключение духового шкафа также отдельно укладка замкового кварцвинила также отдельно покраска стен. с опытом 8 лет. цена обсуждается. есть свободные даты.,"[101, 103, 109, 107]","[103, 109, 107]",True,turnkey_split,train
2532,110,Гипсокартон,"Монтаж перегородок в квартира. Делаю каркас под гипсокартон, аккуратно. с опытом 8 лет. выезд и расчет бесплатно. можно сегодня.",[110],[],False,single_direct,val
2533,109,Напольные покрытия,"Напольные покрытия. Устранение пузырей на обоях как часть ремонта, огнестойкий гкл в составе ремонта. чисто и в срок. отвечу на вопросы.","[106, 109, 110]",[],False,multi_service_no_split,train
2534,109,Напольные покрытия,"Стяжка пола в комната. Делаю сухая стяжка, чисто и в срок. частный мастер с опытом 7 лет. цены адекватные. пишите в чат.",[109],[],False,single_direct,train
2535,105,Укладка плитки,"Затирка швов в коттедж. Делаю плиточные работы под ключ, аккуратно. работаем с 2016 года. стоимость после осмотра. можно сегодня.",[105],[],False,single_direct,val
2536,110,Гипсокартон,"Ниша под шторы из гипсокартона в дом. Делаю потолок из гипсокартона, поможем с материалом. с опытом 8 лет. расчет по смете. можно сегодня.",[110],[],False,single_direct,val
2537,105,Укладка плитки,"Выполняю:
• укладка керамогранита 60х60
- штукатурка потолка
бригада с опытом 12 лет
без скрытых доплат","[105, 108]",[],False,bullets_mixed,val
2538,101,Ремонт квартир и домов под ключ,Выполняем весь комплекс работ в офисе. Отдельно шлифовка стен при необходимости отдельно усиление каркаса выполняем отдельно демонтаж стен делаем отдельно укладка кафеля. частный мастер с опытом 7 лет. стоимость после осмотра. оперативный выезд.,"[101, 107, 110, 111, 105]","[107, 110, 111, 105]",True,turnkey_split,train
2539,109,Напольные покрытия,"Пленочный теплый пол в комната. Делаю укладка пола в комнате, поэтапная оплата. опыт более 10 лет. цены адекватные. оперативный выезд.",[109],[],False,single_direct,val
2540,105,Укладка плитки,"Монтаж теплого пола под плитку в новостройка. Делаю сверление плитки, работаем по договору. бригада с опытом 12 лет. стоимость после осмотра. отвечу на вопросы.",[105],[],False,single_direct,val
2541,105,Укладка плитки,Укладка плитки в квартира. Делаю затирка швов / поможем с материалом. частный мастер с опытом 7 лет. выезд и расчет бесплатно. пишите в чат.,[105],[],False,single_direct,train
2542,101,Ремонт квартир и домов под ключ,"Ремонт квартиры под ключ для дома. Цементная штукатурка, цементная штукатурка и другие этапы выполняем в рамках комплекса. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. с опытом 8 лет. без посредников.","[101, 111, 104, 108]",[],False,turnkey_no_split,val
2543,101,Ремонт квартир и домов под ключ,"Комплексный ремонт дома в новостройке. Электрика, демонтаж и другие этапы выполняем все работы одной бригадой. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. бригада с опытом 12 лет. поэтапная оплата.","[101, 104, 103, 111]",[],False,turnkey_no_split,val
2544,104,Натяжные потолки,"Натяжные потолки. Берем отдельно штукатурка под плитку, делаем отдельно демонтажные работы. поэтапная оплата. оперативный выезд.","[104, 108, 111]","[108, 111]",True,multi_service_split,train
2545,108,Штукатурные работы,"Штукатурка стен в студия. Делаю заштукатурить стены, по договоренности. опыт более 10 лет. без скрытых доплат. оперативный выезд.",[108],[],False,single_direct,train
2546,101,Ремонт квартир и домов под ключ,"Выполняем весь комплекс работ для квартиры. Подвесной потолок из гипсокартона, штукатурка потолка и другие этапы выполняем как часть ремонта. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. с опытом 8 лет. по договоренности.","[101, 110, 106, 109, 108]",[],False,turnkey_no_split,train
2547,101,Ремонт квартир и домов под ключ,"Ремонт ванной под ключ в новостройке. Оклейка ниш и откосов, вывод кабеля под технику и другие этапы выполняем все работы одной бригадой. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. с опытом 8 лет. по договоренности.","[101, 106, 103]",[],False,turnkey_no_split,train
2548,101,Ремонт квартир и домов под ключ,"Ремонт ванной под ключ для квартиры. Потолок в комнате, потолок в комнате и другие этапы выполняем как часть ремонта. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. бригада с опытом 12 лет. выезд на замер.","[101, 109, 108, 104, 110]",[],False,turnkey_no_split,train
2549,101,Ремонт квартир и домов под ключ,Ремонт дома под ключ в коттедже. Можем отдельно фотообои также отдельно вывод кабеля под технику выполняем отдельно демонтаж кухни. опыт 5 лет. без скрытых доплат. можно сегодня.,"[101, 106, 103, 111]","[106, 103, 111]",True,turnkey_split,train
2550,110,Гипсокартон,"Гипсокартон под ключ в коттедж. Делаю огнестойкий гипсокартон, по договоренности. частный мастер с опытом 7 лет. стоимость после осмотра. пишите в чат.",[110],[],False,single_direct,train
2551,109,Напольные покрытия,"Выполняю:
- напольные покрытия
- монтаж водоснабжения как отдельную услугу
опыт более 10 лет
без скрытых доплат","[102, 109]",[102],True,bullets_mixed,train
2552,101,Ремонт квартир и домов под ключ,Ремонт под сдачу в офисе. Можем отдельно выравнивание потолка отдельно наливной пол выполняем отдельно монтаж потолка под покраску. с опытом 8 лет. цена обсуждается. отвечу на вопросы.,"[101, 108, 109, 110]","[108, 109, 110]",True,turnkey_split,train
2553,101,Ремонт квартир и домов под ключ,Отделка под ключ в офисе. Выполняем отдельно штукатурка бетонных стен при необходимости отдельно обои в детской. с опытом 8 лет. расчет по смете. оперативный выезд.,"[101, 108, 106]","[108, 106]",True,turnkey_split,val
2554,101,Ремонт квартир и домов под ключ,Комплексная переделка квартиры в доме. Выполняем отдельно монтаж канализации выполняем отдельно гипсокартон можем отдельно подготовка стен после обоев. бригада с опытом 12 лет. цены адекватные. отвечу на вопросы.,"[101, 102, 110, 107]","[102, 110, 107]",True,turnkey_split,test
2555,101,Ремонт квартир и домов под ключ,Ремонт квартиры полностью в офисе. Берем отдельно без видимых швов также отдельно фальшстена из гипсокартона. опыт более 10 лет. цены адекватные. отвечу на вопросы.,"[101, 106, 110]","[106, 110]",True,turnkey_split,train
2556,101,Ремонт квартир и домов под ключ,"Ремонт под сдачу для дома. Укладка клинкера, опрессовка труб и другие этапы выполняем в составе ремонта. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. опыт 5 лет. выезд на замер.","[101, 110, 107, 102, 105]",[],False,turnkey_no_split,test
2557,104,Натяжные потолки,парящий потолок /ремонт коттеджа под ключ +услуги плиточника недорого лс,"[101, 104, 105]",[105],True,noisy_short,train
2558,104,Натяжные потолки,"Выполняю:
- натяжной потолок под ключ по ситуации
- установка душевого уголка можно заказать отдельно
работаем с 2016 года
выезд и расчет бесплатно","[102, 104]",[102],True,bullets_mixed,train
2559,101,Ремонт квартир и домов под ключ,"Ремонт комнаты под ключ для дома. Демонтаж стен, демонтаж стен и другие этапы выполняем как часть ремонта. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. работаем с 2016 года. поможем с материалом.","[101, 106, 107, 104, 111]",[],False,turnkey_no_split,train
2560,110,Гипсокартон,перегородка для зонирования /сатиновые потолки /ремонт пола частник звоните,"[104, 109, 110]",[],False,noisy_short,train
2561,111,Демонтажные работы,"Выполняю:
- демонтаж под ремонт
- укладка паркетной доски
частный мастер с опытом 7 лет
выезд и расчет бесплатно","[109, 111]",[],False,bullets_mixed,val
2562,102,Сантехника,"Выполняю:
- подключение стиральной машины
- демонтаж ламината как отдельную услугу
- электрика в новостройке по ситуации
- штукатурка в новостройке по ситуации
опыт 5 лет
цены адекватные","[102, 103, 108, 111]",[111],True,bullets_mixed,val
2563,101,Ремонт квартир и домов под ключ,Генподряд на ремонт в коттедже. Делаем отдельно замена стояка отдельно вывод кабеля под технику выполняем отдельно демонтаж стен делаем отдельно звукоизоляционная перегородка. частный мастер с опытом 7 лет. без скрытых доплат. можно сегодня.,"[101, 102, 103, 111, 110]","[102, 103, 111, 110]",True,turnkey_split,train
2564,108,Штукатурные работы,механизированная штукатурка недорого лс,[108],[],False,noisy_short,train
2565,101,Ремонт квартир и домов под ключ,Сдаем объект под ключ в коттедже. Также отдельно поклейка обоев в комнате также отдельно шлифовка стен отдельно установка маяков отдельно электрика в квартире. с опытом 8 лет. цены адекватные. пишите в чат.,"[101, 106, 107, 108, 103]","[106, 107, 108, 103]",True,turnkey_split,train
2566,102,Сантехника,Монтаж канализации. При необходимости отдельно бумажные обои. поэтапная оплата. пишите в чат.,"[102, 106]",[106],True,multi_service_split,train
2567,111,Демонтажные работы,"Алмазная резка проемов в новостройка. Делаю демонтаж окон, работаем по договору. бригада с опытом 12 лет. расчет по смете. звоните.",[111],[],False,single_direct,train
2568,109,Напольные покрытия,"Выполняю:
- подгонка покрытия в комплексе
- установка багета как отдельную услугу
- устранение пузырей на обоях беру как самостоятельную работу
опыт 5 лет
стоимость после осмотра","[104, 106, 109]","[104, 106]",True,bullets_mixed,train
2569,102,Сантехника,"Устранение протечки в санузел. Делаю сантехника, поможем с материалом. опыт 5 лет. без скрытых доплат. есть свободные даты.",[102],[],False,single_direct,val
2570,106,Поклейка обоев,"Широкие обои в коммерческое помещение. Делаю декоративные обои, без посредников. с опытом 8 лет. цены адекватные. отвечу на вопросы.",[106],[],False,single_direct,test
2571,102,Сантехника,"Подключение стиральной машины в новостройка. Делаю перенос труб, поэтапная оплата. работаем с 2016 года. выезд и расчет бесплатно. звоните.",[102],[],False,single_direct,train
2572,101,Ремонт квартир и домов под ключ,"Комплексная отделка в новостройке. Поиск неисправности электрики, шпаклевка стен и другие этапы выполняем комплексом. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. опыт 5 лет. с гарантией.","[101, 103, 107, 105]",[],False,turnkey_no_split,test
2573,110,Гипсокартон,"Каркас под гипсокартон в офис. Делаю шпаклевка швов гипсокартона, работаем по договору. опыт 5 лет. цены адекватные. пишите в чат.",[110],[],False,single_direct,train
2574,101,Ремонт квартир и домов под ключ,Ремонт под ключ с гарантией в квартире. Также отдельно подвесной потолок из гипсокартона выполняем отдельно потолок в комнате делаем отдельно стыковка рисунка обоев. опыт более 10 лет. выезд и расчет бесплатно. есть свободные даты.,"[101, 110, 104, 106]","[110, 104, 106]",True,turnkey_split,train
2575,103,Электрика,Ремонт электрики. Замена напольного покрытия все работы одной бригадой. поэтапная оплата. отвечу на вопросы.,"[103, 109]",[],False,multi_service_no_split,train
2576,103,Электрика,Перенос розеток. Отдельно армирование сеткой. поэтапная оплата. есть свободные даты.,"[103, 108]",[108],True,multi_service_split,train
2577,103,Электрика,"Монтаж светильников в вторичка. Делаю замена розеток, чисто и в срок. работаем с 2016 года. расчет по смете. пишите в чат.",[103],[],False,single_direct,test
2578,111,Демонтажные работы,Демонтаж ламината. Выполняем отдельно укладка плитки. аккуратно. оперативный выезд.,"[105, 111]",[105],True,multi_service_split,train
2579,101,Ремонт квартир и домов под ключ,"Полное обновление квартиры во вторичке. Покраска откосов, заземление и другие этапы выполняем в составе ремонта. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. опыт 5 лет. работаем по договору.","[101, 110, 105, 107, 103]",[],False,turnkey_no_split,train
2580,102,Сантехника,"Услуги сантехника в квартира. Делаю монтаж коллектора воды, аккуратно. частный мастер с опытом 7 лет. цены адекватные. пишите в чат.",[102],[],False,single_direct,train
2581,111,Демонтажные работы,"Выполняю:
- резка перегородок в комплексе
- штукатурка оконных откосов беру как самостоятельную работу
- снятие обоев можно заказать отдельно
работаем с 2016 года
цены адекватные","[106, 108, 111]","[106, 108]",True,bullets_mixed,train
2582,106,Поклейка обоев,"Выполняю:
- стыковка рисунка обоев по ситуации
- ремонт штукатурки
- гкл по ситуации
- облицовка фартука беру как самостоятельную работу
бригада с опытом 12 лет
без скрытых доплат","[105, 106, 108, 110]",[105],True,bullets_mixed,test
2583,107,Малярные работы,"Выполняю:
• шпаклевка потолка в комплексе
- ремонт штукатурки как отдельную услугу
- сдаем объект под ключ по ситуации
бригада с опытом 12 лет
расчет по смете","[101, 107, 108]",[108],True,bullets_mixed,train
2584,106,Поклейка обоев,"Поклейка обоев в квартире в студия. Делаю обои под покраску, поэтапная оплата. работаем с 2016 года. цены адекватные. есть свободные даты.",[106],[],False,single_direct,train
2585,105,Укладка плитки,"Сверление плитки. Отдельно штукатурка дверных проемов, также отдельно очистка стен до основания. чисто и в срок. пишите в чат.","[105, 108, 111]","[108, 111]",True,multi_service_split,train
2586,101,Ремонт квартир и домов под ключ,Косметический ремонт под ключ в квартире. Берем отдельно подложка под ламинат также отдельно установка вентиляционных решеток в потолок. бригада с опытом 12 лет. стоимость после осмотра. отвечу на вопросы.,"[101, 109, 104]","[109, 104]",True,turnkey_split,train
2587,111,Демонтажные работы,Разборка. Полная замена проводки комплексом. чисто и в срок. есть свободные даты.,"[103, 111]",[],False,multi_service_no_split,train
2588,101,Ремонт квартир и домов под ключ,Ремонт с инженерией и отделкой в коттедже. При необходимости отдельно демонтаж в ванной берем отдельно покраска откосов также отдельно укладка клинкера. с опытом 8 лет. цены адекватные. оперативный выезд.,"[101, 111, 107, 105]","[111, 107, 105]",True,turnkey_split,train
2589,101,Ремонт квартир и домов под ключ,"Сдаем объект под ключ во вторичке. Очистка стен до основания, ремонт обоев и другие этапы выполняем под ключ без дробления на этапы. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. частный мастер с опытом 7 лет. аккуратно.","[101, 106, 111]",[],False,turnkey_no_split,train
2590,101,Ремонт квартир и домов под ключ,Ремонт помещений под ключ в офисе. Можем отдельно перетяжка потолка делаем отдельно покраска в два слоя выполняем отдельно монтаж коллектора воды при необходимости отдельно поклейка фотообоев. опыт более 10 лет. цены адекватные. оперативный выезд.,"[101, 104, 107, 102, 106]","[104, 107, 102, 106]",True,turnkey_split,val
2591,103,Электрика,"Выполняю:
- замена УЗО в комплексе
- укладка линолеума можно заказать отдельно
- потолок со световыми линиями в комплексе
работаем с 2016 года
без скрытых доплат","[103, 104, 109]",[109],True,bullets_mixed,val
2592,101,Ремонт квартир и домов под ключ,"Ремонт с черновой и чистовой отделкой для квартиры. Грунтовка стен, ремонт электрики и другие этапы выполняем все работы одной бригадой. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. с опытом 8 лет. с гарантией.","[101, 107, 103]",[],False,turnkey_no_split,val
2593,110,Гипсокартон,"Шумоизоляция перегородок. Демонтаж в ванной как часть ремонта, электромонтажные работы в рамках комплекса. работаем по договору. отвечу на вопросы.","[103, 110, 111]",[],False,multi_service_no_split,train
2594,101,Ремонт квартир и домов под ключ,"Комплексный ремонт дома для дома. Сверление плитки, сверление плитки и другие этапы выполняем все работы одной бригадой. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. опыт более 10 лет. смета после осмотра.","[101, 105, 106]",[],False,turnkey_no_split,train
2595,104,Натяжные потолки,"Установка вентиляционных решеток в потолок в коттедж. Делаю тканевые потолки, без посредников. с опытом 8 лет. цены адекватные. есть свободные даты.",[104],[],False,single_direct,train
2596,101,Ремонт квартир и домов под ключ,Ремонт с нуля под ключ в квартире. Отдельно штробление под проводку при необходимости отдельно монтаж натяжных потолков. бригада с опытом 12 лет. расчет по смете. пишите в чат.,"[101, 103, 104]","[103, 104]",True,turnkey_split,val
2597,106,Поклейка обоев,Подбор рисунка обоев в офис. Делаю оклейка стен обоями / без посредников. с опытом 8 лет. без скрытых доплат. можно сегодня.,[106],[],False,single_direct,train
2598,101,Ремонт квартир и домов под ключ,Косметический ремонт под ключ в офисе. Также отдельно вывод кабеля под технику также отдельно установка натяжных потолков. с опытом 8 лет. стоимость после осмотра. звоните.,"[101, 103, 104]","[103, 104]",True,turnkey_split,train
2599,109,Напольные покрытия,"Укладка виниловой плитки в санузел. Делаю монтаж OSB на пол, поможем с материалом. частный мастер с опытом 7 лет. расчет по смете. оперативный выезд.",[109],[],False,single_direct,train
2600,103,Электрика,Монтаж трековых светильников. Выравнивание пола в рамках комплекса. чисто и в срок. отвечу на вопросы.,"[103, 109]",[],False,multi_service_no_split,train
2601,108,Штукатурные работы,"Выполняю:
- штукатурка санузла по ситуации
- виниловые обои
с опытом 8 лет
без скрытых доплат","[106, 108]",[],False,bullets_mixed,train
2602,106,Поклейка обоев,"Текстильные обои в коттедж. Делаю поклейка стеклообоев, аккуратно. работаем с 2016 года. цена обсуждается. звоните.",[106],[],False,single_direct,train
2603,101,Ремонт квартир и домов под ключ,Ремонт с дизайн проектом в доме. Выполняем отдельно плитка в туалете выполняем отдельно фотообои отдельно монтаж электрики отдельно самовыравнивающийся пол. опыт более 10 лет. расчет по смете. можно сегодня.,"[101, 105, 106, 103, 109]","[105, 106, 103, 109]",True,turnkey_split,val
2604,104,Натяжные потолки,"Теневой потолок. Монолитная штукатурка в составе ремонта, штробление под проводку в составе ремонта. без посредников. звоните.","[103, 104, 108]",[],False,multi_service_no_split,train
2605,101,Ремонт квартир и домов под ключ,"Сдаем объект под ключ во вторичке. Облицовка пола керамогранитом, облицовка пола керамогранитом и другие этапы выполняем под ключ без дробления на этапы. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. с опытом 8 лет. смета после осмотра.","[101, 105, 104, 108, 111]",[],False,turnkey_no_split,train
2606,105,Укладка плитки,"Подготовка пола под плитку в кухня. Делаю плитка в ванной, выезд на замер. работаем с 2016 года. стоимость после осмотра. оперативный выезд.",[105],[],False,single_direct,train
2607,109,Напольные покрытия,"Укладка ковролина в санузел. Делаю укладка инженерной доски, поэтапная оплата. опыт более 10 лет. без скрытых доплат. звоните.",[109],[],False,single_direct,train
2608,110,Гипсокартон,"Монтаж криволинейных конструкций в дом. Делаю утепление стен с гкл, аккуратно. частный мастер с опытом 7 лет. расчет по смете. звоните.",[110],[],False,single_direct,train
2609,101,Ремонт квартир и домов под ключ,"Ремонт помещений под ключ в студия. Делаю комплексный ремонт дома, выезд на замер. с опытом 8 лет. цены адекватные. звоните.",[101],[],False,single_direct,val
2610,101,Ремонт квартир и домов под ключ,"Сдаем объект под ключ в новостройке. Демонтаж старой плитки, демонтаж откосов и другие этапы выполняем в составе ремонта. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. работаем с 2016 года. смета после осмотра.","[101, 102, 111, 105]",[],False,turnkey_no_split,train
2611,107,Малярные работы,"Перекраска стен в санузел. Делаю окраска стен, работаем по договору. с опытом 8 лет. стоимость после осмотра. можно сегодня.",[107],[],False,single_direct,val
2612,109,Напольные покрытия,"Выполняю:
- установка плинтусов
• монтаж светильников отдельно
с опытом 8 лет
стоимость после осмотра","[103, 109]",[103],True,bullets_mixed,train
2613,101,Ремонт квартир и домов под ключ,Комплекс работ по ремонту в квартире. Отдельно окраска потолков при необходимости отдельно установка инсталляции. опыт 5 лет. без скрытых доплат. оперативный выезд.,"[101, 107, 102]","[107, 102]",True,turnkey_split,train
2614,101,Ремонт квартир и домов под ключ,Комплексный ремонт квартиры в коттедже. При необходимости отдельно вызов электрика можем отдельно монтаж OSB на пол. с опытом 8 лет. выезд и расчет бесплатно. оперативный выезд.,"[101, 103, 109]","[103, 109]",True,turnkey_split,val
2615,101,Ремонт квартир и домов под ключ,Полный цикл отделочных работ в квартире. Выполняем отдельно потолки пвх выполняем отдельно обои в детской. работаем с 2016 года. без скрытых доплат. отвечу на вопросы.,"[101, 104, 106]","[104, 106]",True,turnkey_split,train
2616,109,Напольные покрытия,монтаж порожка срочно лс,[109],[],False,noisy_short,train
2617,106,Поклейка обоев,"Выполняю:
• бумажные обои по ситуации
- штукатурка стен отдельно
- монтаж порожка как отдельную услугу
- вынос мусора после демонтажа беру как самостоятельную работу
работаем с 2016 года
расчет по смете","[106, 108, 109, 111]","[108, 109, 111]",True,bullets_mixed,train
2618,101,Ремонт квартир и домов под ключ,Ремонт офиса под ключ в коттедже. Берем отдельно резной потолок отдельно снятие напольного покрытия. опыт более 10 лет. расчет по смете. оперативный выезд.,"[101, 104, 111]","[104, 111]",True,turnkey_split,train
2619,108,Штукатурные работы,"Гипсовая штукатурка в комната. Делаю выравнивание стен, поэтапная оплата. частный мастер с опытом 7 лет. выезд и расчет бесплатно. можно сегодня.",[108],[],False,single_direct,val
2620,101,Ремонт квартир и домов под ключ,Генподряд на ремонт в доме. При необходимости отдельно моющаяся краска также отдельно арки из гипсокартона. опыт более 10 лет. без скрытых доплат. можно сегодня.,"[101, 107, 110]","[107, 110]",True,turnkey_split,train
2621,110,Гипсокартон,"Работы с гипсокартоном в офис. Делаю усиление каркаса, работаем по договору. бригада с опытом 12 лет. цены адекватные. можно сегодня.",[110],[],False,single_direct,val
2622,101,Ремонт квартир и домов под ключ,"Ремонт под сдачу для дома. Очистка потолка, очистка потолка и другие этапы выполняем в рамках комплекса. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. работаем с 2016 года. выезд на замер.","[101, 106, 110, 111]",[],False,turnkey_no_split,test
2623,101,Ремонт квартир и домов под ключ,Ремонт новостройки под ключ в коттедже. Можем отдельно ниши из гкла делаем отдельно гипсовая штукатурка также отдельно укладка пробки делаем отдельно запил плитки под 45. опыт 5 лет. цены адекватные. можно сегодня.,"[101, 110, 108, 109, 105]","[110, 108, 109, 105]",True,turnkey_split,train
2624,110,Гипсокартон,"Обшивка гипсокартоном в студия. Делаю монтаж перегородок, с гарантией. опыт 5 лет. расчет по смете. оперативный выезд.",[110],[],False,single_direct,test
2625,101,Ремонт квартир и домов под ключ,"Весь цикл ремонта для дома. Укладка плитки на балконе, штукатурка под покраску и другие этапы выполняем под ключ без дробления на этапы. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. опыт 5 лет. чисто и в срок.","[101, 105, 108, 104]",[],False,turnkey_no_split,train
2626,111,Демонтажные работы,"Демонтаж дверных коробок в студия. Делаю снятие напольного покрытия, чисто и в срок. опыт более 10 лет. цена обсуждается. звоните.",[111],[],False,single_direct,test
2627,109,Напольные покрытия,"Ремонт пола в коммерческое помещение. Делаю укладка пробки, чисто и в срок. опыт более 10 лет. цена обсуждается. можно сегодня.",[109],[],False,single_direct,train
2628,101,Ремонт квартир и домов под ключ,Ведем ремонт полностью в коттедже. Берем отдельно штукатурка бетонных стен отдельно укладка керамогранита отдельно штробление под проводку. с опытом 8 лет. без скрытых доплат. есть свободные даты.,"[101, 108, 105, 103]","[108, 105, 103]",True,turnkey_split,train
2629,110,Гипсокартон,"Декоративные конструкции из гкл в коттедж. Делаю подвесной потолок из гипсокартона, чисто и в срок. с опытом 8 лет. без скрытых доплат. пишите в чат.",[110],[],False,single_direct,train
2630,101,Ремонт квартир и домов под ключ,Косметический ремонт под ключ в коттедже. При необходимости отдельно финишная шпаклевка можем отдельно электрика делаем отдельно снос перегородок. работаем с 2016 года. без скрытых доплат. звоните.,"[101, 107, 103, 111]","[107, 103, 111]",True,turnkey_split,train
2631,103,Электрика,"Выполняю:
- установка розеток
- облицовка душевой
- сдаем объект под ключ по ситуации
• финишная шпаклевка беру как самостоятельную работу
бригада с опытом 12 лет
без скрытых доплат","[101, 103, 105, 107]",[107],True,bullets_mixed,train
2632,101,Ремонт квартир и домов под ключ,"Ремонт квартиры полностью во вторичке. Установка смесителя, установка смесителя и другие этапы выполняем под ключ без дробления на этапы. Ищу заказы именно на комплекс, по отдельным видам работ не выезжаю. бригада с опытом 12 лет. выезд на замер.","[101, 102, 103, 106, 107]",[],False,turnkey_no_split,val
2633,106,Поклейка обоев,Оклейка стен обоями в санузел. Делаю без видимых швов / работаем по договору. частный мастер с опытом 7 лет. без скрытых доплат. звоните.,[106],[],False,single_direct,train
2634,109,Напольные покрытия,Укладка виниловой плитки. Отдельно фотообои. поэтапная оплата. звоните.,"[106, 109]",[106],True,multi_service_split,train
2635,110,Гипсокартон,"Обшивка гипсокартоном в санузел. Делаю арки из гипсокартона, с гарантией. бригада с опытом 12 лет. выезд и расчет бесплатно. есть свободные даты.",[110],[],False,single_direct,val
